age,gender,education,department,job_role,monthly_income,years_at_company,promotions,overtime,performance_rating,attrition
40,Male,PhD,Sales,Lead,52579,6,1,Yes,2,0
44,Male,Graduate,HR,Executive,72893,7,1,Yes,2,1
40,Male,Post-Graduate,IT,Lead,98626,8,2,Yes,2,1
47,Male,Graduate,IT,Lead,67467,10,1,Yes,2,1
38,Male,Post-Graduate,HR,Lead,72250,7,1,Yes,2,0
40,Male,Graduate,Finance,Lead,92723,8,2,Yes,2,1
37,Male,Post-Graduate,IT,Manager,70204,8,0,No,2,0
33,Male,Graduate,Finance,Lead,67596,8,2,No,2,0
33,Male,Post-Graduate,IT,Manager,51412,8,2,No,2,0
39,Male,Graduate,IT,Manager,65757,5,0,No,2,0
43,Female,Post-Graduate,HR,Lead,51528,5,1,No,1,1
40,Male,PhD,HR,Manager,48749,5,1,Yes,2,0
31,Male,Post-Graduate,IT,Lead,54455,10,2,Yes,2,1
41,Female,Post-Graduate,HR,Lead,58197,4,2,Yes,3,0
27,Male,Post-Graduate,IT,Lead,75606,14,1,No,2,0
42,Female,Post-Graduate,HR,Lead,57221,7,1,No,2,1
38,Male,Post-Graduate,IT,Manager,55956,5,1,No,2,0
35,Male,Post-Graduate,IT,Manager,55707,7,1,No,2,0
32,Male,Post-Graduate,HR,Manager,63384,10,1,No,1,0
30,Male,Post-Graduate,IT,Lead,47219,9,2,No,2,0
41,Male,PhD,HR,Manager,49596,4,1,No,1,0
42,Male,Post-Graduate,IT,Lead,60354,7,2,Yes,2,1
38,Male,Post-Graduate,IT,Manager,86744,6,2,Yes,2,1
41,Female,Graduate,Finance,Lead,78955,9,2,No,3,1
37,Male,Graduate,IT,Lead,73013,10,2,No,2,1
41,Male,Post-Graduate,IT,Lead,75509,5,1,No,2,1
37,Female,PhD,Sales,Lead,52224,7,2,Yes,2,0
38,Male,Post-Graduate,IT,Manager,65574,7,1,No,2,1
42,Male,Post-Graduate,Sales,Manager,68751,6,0,Yes,1,0
41,Male,Post-Graduate,Finance,Manager,74659,8,1,No,2,1
27,Male,Post-Graduate,IT,Lead,49156,12,2,No,2,0
34,Male,PhD,HR,Manager,40520,8,1,No,1,0
33,Male,Post-Graduate,IT,Lead,60132,9,2,No,2,0
35,Male,Post-Graduate,IT,Lead,89335,6,1,Yes,1,1
38,Female,Post-Graduate,IT,Lead,83503,5,2,No,2,1
43,Female,Post-Graduate,HR,Executive,34569,7,1,No,2,1
32,Male,Post-Graduate,IT,Manager,52385,9,1,No,2,0
38,Male,Post-Graduate,HR,Lead,83727,8,1,Yes,2,0
43,Male,Post-Graduate,HR,Executive,70476,6,1,Yes,1,1
37,Female,Post-Graduate,HR,Lead,55247,6,1,No,2,0
42,Female,Post-Graduate,HR,Lead,72067,4,1,Yes,2,0
36,Male,Post-Graduate,IT,Lead,60169,6,2,No,3,0
33,Male,Post-Graduate,IT,Manager,65003,8,1,No,2,0
39,Male,Post-Graduate,IT,Manager,69936,5,0,No,1,0
32,Male,Post-Graduate,HR,Lead,46220,9,2,No,2,0
40,Male,Post-Graduate,IT,Manager,48425,4,0,No,2,0
43,Male,Graduate,IT,Lead,65378,7,1,Yes,1,0
39,Female,Post-Graduate,IT,Manager,48168,4,1,No,2,0
49,Female,PhD,HR,Lead,57984,7,2,No,2,1
37,Male,Graduate,IT,Manager,63810,10,1,Yes,1,1
42,Male,Post-Graduate,HR,Lead,85135,6,2,Yes,2,1
43,Female,Post-Graduate,IT,Lead,97644,5,2,No,2,1
36,Male,Post-Graduate,HR,Lead,62014,7,1,No,2,0
45,Male,Post-Graduate,HR,Lead,70902,5,2,Yes,1,1
40,Female,Post-Graduate,HR,Lead,67219,6,1,No,2,0
35,Male,Post-Graduate,HR,Lead,42693,8,2,Yes,2,0
47,Female,Post-Graduate,IT,Lead,84464,6,2,No,2,1
42,Male,Post-Graduate,HR,Manager,55419,3,0,No,1,0
33,Male,Post-Graduate,IT,Lead,74885,10,1,No,2,0
36,Male,Graduate,IT,Lead,67003,6,1,Yes,2,1
40,Male,Post-Graduate,HR,Manager,54089,5,1,No,2,0
43,Male,Post-Graduate,HR,Lead,48555,8,1,Yes,1,1
31,Male,Post-Graduate,IT,Manager,51385,9,1,No,2,0
40,Male,Post-Graduate,IT,Manager,48339,4,0,No,1,1
38,Male,Post-Graduate,HR,Manager,57887,5,1,No,2,0
39,Male,Post-Graduate,IT,Lead,85325,6,2,No,2,1
43,Male,Post-Graduate,IT,Lead,85362,9,2,Yes,2,1
41,Female,Post-Graduate,IT,Lead,54740,5,2,No,2,0
38,Male,Post-Graduate,IT,Manager,28313,4,1,No,2,0
39,Male,Post-Graduate,IT,Manager,56442,5,0,No,2,0
33,Male,Post-Graduate,IT,Manager,65684,10,1,No,1,0
39,Female,Post-Graduate,HR,Lead,59701,5,1,Yes,3,0
44,Male,Post-Graduate,IT,Lead,63233,9,1,Yes,2,1
35,Female,Post-Graduate,IT,Lead,95985,2,2,No,2,1
45,Male,Graduate,IT,Lead,69678,7,2,No,2,1
43,Male,Post-Graduate,HR,Manager,59037,4,1,Yes,2,0
41,Male,Post-Graduate,HR,Lead,60447,5,1,Yes,2,0
44,Male,Post-Graduate,HR,Lead,72671,4,0,No,2,0
46,Male,Post-Graduate,IT,Lead,85645,8,2,Yes,2,1
44,Male,Graduate,HR,Lead,69808,7,1,Yes,1,1
49,Male,Post-Graduate,IT,Lead,71573,8,2,Yes,2,1
39,Female,Post-Graduate,HR,Executive,87133,3,2,No,2,1
38,Male,Post-Graduate,HR,Lead,46022,5,1,Yes,3,1
36,Male,Post-Graduate,HR,Manager,46388,6,0,Yes,2,0
40,Male,Post-Graduate,HR,Lead,64753,7,1,Yes,2,0
39,Male,Post-Graduate,HR,Lead,58126,6,2,Yes,2,1
44,Male,Post-Graduate,IT,Lead,74993,9,2,Yes,2,1
41,Female,Post-Graduate,IT,Lead,58180,5,1,No,2,1
40,Female,PhD,HR,Manager,25836,3,1,Yes,2,0
36,Male,Graduate,IT,Lead,77198,7,2,Yes,2,1
35,Male,Post-Graduate,HR,Manager,35085,7,1,Yes,2,0
46,Male,Post-Graduate,Finance,Lead,93925,8,2,Yes,2,1
41,Male,Post-Graduate,Finance,Manager,105594,9,2,Yes,2,1
36,Male,Post-Graduate,HR,Lead,70028,8,1,No,2,1
44,Male,PhD,Sales,Lead,62248,4,1,Yes,2,0
48,Male,Post-Graduate,IT,Lead,56391,10,2,Yes,1,1
37,Male,Graduate,Finance,Manager,66367,6,1,No,2,0
35,Male,Post-Graduate,IT,Manager,73403,7,0,No,2,0
41,Male,Post-Graduate,Sales,Lead,73784,6,1,Yes,2,0
47,Male,Post-Graduate,IT,Lead,87340,8,2,Yes,2,1
41,Female,PhD,Finance,Lead,102712,5,3,No,3,1
36,Female,Post-Graduate,HR,Executive,96579,3,2,No,2,0
38,Male,Post-Graduate,IT,Lead,73663,7,1,No,2,0
43,Female,Post-Graduate,HR,Lead,53134,3,1,No,2,0
42,Male,Post-Graduate,IT,Lead,83132,6,2,Yes,2,1
43,Female,Post-Graduate,Finance,Lead,69396,11,2,No,3,1
47,Male,Post-Graduate,IT,Lead,68075,11,2,Yes,2,1
42,Male,Post-Graduate,IT,Lead,84148,9,2,Yes,2,1
41,Female,Post-Graduate,IT,Lead,66441,6,1,No,2,1
40,Male,Graduate,IT,Lead,75428,5,1,Yes,2,1
38,Male,Graduate,Finance,Lead,87537,9,2,Yes,2,1
33,Male,Post-Graduate,HR,Lead,53101,8,1,No,2,1
36,Male,Post-Graduate,HR,Lead,64932,8,1,Yes,2,0
43,Female,Post-Graduate,IT,Lead,95598,6,2,Yes,2,1
41,Male,Post-Graduate,IT,Lead,86105,6,2,Yes,2,1
42,Male,Graduate,IT,Lead,54611,9,1,Yes,1,1
34,Female,Post-Graduate,IT,Lead,48908,8,2,Yes,3,0
42,Female,Post-Graduate,IT,Lead,84896,5,2,No,2,1
42,Male,PhD,HR,Manager,55657,5,1,Yes,2,0
45,Female,PhD,Sales,Lead,63106,3,1,Yes,2,0
42,Male,PhD,Sales,Lead,47449,5,1,Yes,2,0
40,Male,Graduate,IT,Lead,95820,8,2,Yes,2,1
35,Male,PhD,Sales,Lead,52555,8,1,Yes,2,0
42,Male,Post-Graduate,IT,Lead,71928,8,1,Yes,2,1
44,Male,Graduate,IT,Lead,70960,10,2,Yes,2,1
44,Male,Post-Graduate,IT,Lead,66780,11,2,Yes,2,1
44,Male,Graduate,IT,Lead,83604,7,1,Yes,2,1
41,Female,Post-Graduate,HR,Lead,59753,5,1,Yes,3,0
44,Male,Post-Graduate,IT,Lead,82889,8,2,Yes,1,1
38,Female,Post-Graduate,HR,Lead,57808,6,2,No,2,0
44,Female,Post-Graduate,IT,Lead,74708,8,2,No,2,1
41,Male,Post-Graduate,IT,Lead,77455,10,1,No,2,1
48,Male,Post-Graduate,HR,Lead,57314,8,2,Yes,2,1
35,Male,PhD,Sales,Lead,62454,9,2,Yes,3,0
35,Female,Post-Graduate,Sales,Lead,41618,7,2,Yes,3,0
42,Male,Post-Graduate,IT,Manager,75849,8,1,Yes,1,1
44,Female,Post-Graduate,HR,Lead,58539,5,2,No,2,1
38,Female,Post-Graduate,IT,Lead,62354,5,1,No,2,1
41,Male,Post-Graduate,Sales,Lead,79311,7,1,Yes,2,0
41,Female,Post-Graduate,HR,Executive,61851,5,2,No,2,1
45,Male,Post-Graduate,Sales,Lead,70676,3,0,Yes,2,0
41,Male,Graduate,IT,Lead,82930,6,1,Yes,2,1
48,Female,Post-Graduate,HR,Executive,62882,6,1,No,3,1
39,Male,PhD,HR,Manager,38756,4,1,No,2,0
46,Male,Post-Graduate,IT,Manager,64680,5,1,No,1,1
42,Male,Post-Graduate,IT,Manager,61721,4,0,No,2,1
39,Male,Graduate,IT,Lead,90079,8,1,Yes,2,1
40,Female,Post-Graduate,IT,Lead,70125,7,2,No,2,1
31,Male,PhD,HR,Lead,57971,12,2,Yes,2,0
34,Male,Post-Graduate,IT,Lead,60489,8,2,No,2,0
43,Female,Post-Graduate,IT,Lead,74895,6,1,No,2,1
31,Male,PhD,Sales,Lead,63277,12,1,Yes,1,1
39,Male,Post-Graduate,IT,Lead,99583,5,2,Yes,2,1
38,Male,Post-Graduate,IT,Manager,67222,6,1,No,2,0
40,Male,Graduate,IT,Lead,71654,7,1,Yes,2,1
34,Male,Post-Graduate,IT,Lead,61180,8,1,No,2,0
39,Female,Post-Graduate,Finance,Lead,98399,5,2,No,2,0
36,Male,Post-Graduate,HR,Lead,64987,8,1,No,2,0
35,Male,Post-Graduate,Finance,Manager,56431,7,1,No,2,0
35,Male,Post-Graduate,HR,Manager,40692,5,1,No,2,0
37,Male,Post-Graduate,IT,Manager,61468,7,1,No,2,0
44,Male,Post-Graduate,IT,Lead,78802,7,2,Yes,2,0
37,Female,Graduate,IT,Executive,55199,4,1,No,3,1
27,Male,Post-Graduate,Finance,Manager,45443,11,1,No,2,0
42,Male,Post-Graduate,HR,Executive,87331,6,2,Yes,1,1
43,Female,Post-Graduate,HR,Executive,77854,3,2,No,2,1
43,Male,Post-Graduate,HR,Manager,48041,2,0,No,2,0
44,Male,Post-Graduate,Finance,Manager,76089,9,1,No,2,1
46,Female,Graduate,IT,Executive,79787,7,2,No,3,1
42,Male,Post-Graduate,IT,Lead,76058,5,0,No,2,0
35,Male,Post-Graduate,IT,Manager,59025,7,0,No,2,0
32,Male,Post-Graduate,HR,Manager,50871,9,1,No,1,0
33,Female,Post-Graduate,Finance,Lead,63705,7,2,No,3,0
44,Male,Graduate,Finance,Manager,76764,10,1,Yes,2,1
33,Male,PhD,HR,Lead,52167,9,1,Yes,2,0
38,Male,Post-Graduate,HR,Lead,80681,8,0,Yes,2,0
39,Male,Post-Graduate,IT,Manager,84773,9,0,Yes,1,0
43,Female,Post-Graduate,HR,Lead,61478,8,1,No,2,1
37,Male,Post-Graduate,HR,Lead,66368,7,1,No,2,0
39,Male,Graduate,IT,Lead,81301,6,2,No,2,1
38,Male,Post-Graduate,HR,Lead,60611,6,2,Yes,3,0
45,Male,Graduate,IT,Lead,90455,7,2,Yes,2,1
39,Male,Post-Graduate,HR,Manager,52386,6,1,Yes,2,0
46,Female,Post-Graduate,IT,Lead,69292,4,2,No,2,1
38,Female,Post-Graduate,IT,Lead,89692,5,2,No,2,1
43,Male,Post-Graduate,IT,Manager,90388,9,2,Yes,2,1
44,Female,Post-Graduate,HR,Lead,58497,8,2,Yes,2,1
50,Male,Post-Graduate,Finance,Manager,68436,12,2,No,2,1
37,Male,Post-Graduate,HR,Lead,59184,7,1,Yes,2,0
41,Male,Graduate,Finance,Lead,86310,10,1,Yes,2,1
33,Female,Post-Graduate,IT,Lead,81210,9,1,No,2,0
44,Male,Post-Graduate,Finance,Manager,103386,9,3,Yes,2,1
36,Male,Graduate,HR,Lead,70190,8,1,Yes,1,1
38,Female,Post-Graduate,HR,Lead,50173,6,2,No,2,0
48,Male,Post-Graduate,IT,Lead,77642,9,2,Yes,1,1
44,Female,Post-Graduate,HR,Executive,71286,7,2,No,2,1
38,Female,Post-Graduate,IT,Lead,80125,4,1,No,2,1
40,Male,Post-Graduate,Finance,Lead,95306,8,2,No,2,1
36,Male,Post-Graduate,HR,Manager,32917,7,1,Yes,2,1
43,Male,Post-Graduate,HR,Manager,65641,4,0,Yes,1,0
34,Male,PhD,HR,Lead,62017,9,1,No,1,0
39,Female,Post-Graduate,HR,Lead,67822,5,1,No,2,1
37,Male,Post-Graduate,HR,Lead,63806,7,1,Yes,2,0
38,Male,Post-Graduate,IT,Manager,79080,7,1,Yes,1,1
43,Male,Graduate,Finance,Manager,90024,10,2,Yes,2,1
34,Female,Graduate,HR,Executive,78559,2,1,No,2,1
36,Male,Post-Graduate,IT,Lead,91314,9,2,Yes,2,1
36,Male,PhD,HR,Lead,65250,9,1,Yes,2,0
39,Male,Graduate,IT,Lead,66789,6,1,No,2,1
39,Male,Post-Graduate,HR,Lead,69552,6,1,Yes,2,0
44,Male,Post-Graduate,HR,Lead,65884,3,0,Yes,2,0
38,Male,Post-Graduate,HR,Manager,52411,6,0,Yes,1,0
42,Female,Post-Graduate,Finance,Lead,81569,7,2,No,3,1
27,Male,Post-Graduate,IT,Lead,71817,13,1,No,2,0
44,Female,Graduate,IT,Lead,84127,7,2,No,2,1
38,Male,Graduate,IT,Lead,77812,7,1,Yes,2,1
43,Male,Graduate,HR,Executive,58697,7,1,Yes,2,0
41,Male,Post-Graduate,IT,Lead,74304,7,1,Yes,2,1
36,Male,Post-Graduate,HR,Lead,57448,7,1,Yes,2,0
42,Female,Post-Graduate,IT,Lead,60634,6,2,No,2,1
33,Male,Post-Graduate,IT,Lead,86528,7,1,No,2,1
38,Male,Post-Graduate,IT,Lead,67477,8,1,Yes,1,1
41,Female,Post-Graduate,IT,Lead,48606,8,1,No,2,1
41,Male,Graduate,IT,Lead,75326,7,2,Yes,2,1
46,Male,Post-Graduate,Finance,Lead,58521,10,2,No,3,1
32,Male,Post-Graduate,IT,Lead,63969,10,1,No,2,0
42,Female,Post-Graduate,IT,Lead,79189,6,2,No,2,1
40,Male,Post-Graduate,IT,Lead,69987,5,1,No,3,0
44,Male,Post-Graduate,IT,Lead,56527,8,1,No,2,1
41,Male,Post-Graduate,HR,Manager,70242,5,0,No,1,0
35,Male,Graduate,IT,Lead,90827,8,1,No,3,0
39,Male,Post-Graduate,IT,Lead,97911,8,0,No,2,0
39,Female,Post-Graduate,IT,Lead,87203,5,2,No,2,1
39,Male,PhD,HR,Lead,57829,7,1,No,2,0
34,Female,Post-Graduate,IT,Lead,53055,7,2,No,2,0
35,Male,Post-Graduate,HR,Manager,41449,8,1,No,2,0
35,Male,Post-Graduate,IT,Manager,70985,8,1,No,1,0
35,Male,PhD,Sales,Manager,39986,7,1,Yes,2,0
37,Male,Post-Graduate,IT,Manager,57086,6,1,No,2,0
33,Male,Post-Graduate,HR,Manager,57131,10,1,Yes,2,0
39,Male,Post-Graduate,HR,Manager,37396,4,1,No,2,0
39,Female,Post-Graduate,IT,Lead,60386,4,1,No,2,0
45,Male,Post-Graduate,IT,Lead,86317,8,2,Yes,2,1
40,Male,PhD,HR,Lead,67697,7,1,Yes,2,0
41,Male,Graduate,IT,Lead,81346,7,2,Yes,2,1
39,Male,Post-Graduate,HR,Lead,55679,7,1,No,2,0
35,Female,Post-Graduate,IT,Manager,70182,6,1,No,2,1
38,Female,Post-Graduate,IT,Lead,78801,6,2,No,2,1
46,Male,Post-Graduate,Finance,Manager,90888,8,2,Yes,2,1
43,Female,Graduate,IT,Executive,67633,9,2,No,2,1
40,Male,Post-Graduate,HR,Manager,67382,6,0,No,2,0
39,Male,Post-Graduate,IT,Manager,61839,5,1,No,2,0
43,Male,Post-Graduate,HR,Manager,38639,2,0,Yes,1,0
43,Female,Post-Graduate,IT,Lead,95693,7,2,No,2,1
38,Male,Post-Graduate,IT,Manager,60313,5,1,No,2,0
45,Female,Post-Graduate,Finance,Lead,98617,6,3,No,3,1
47,Male,Post-Graduate,IT,Lead,77340,7,2,Yes,1,0
39,Male,Graduate,IT,Lead,75602,8,2,No,2,1
42,Female,Post-Graduate,IT,Lead,100308,5,2,No,2,1
30,Male,PhD,HR,Lead,59487,11,1,Yes,2,0
42,Male,Post-Graduate,HR,Lead,80547,5,2,Yes,1,1
40,Male,Graduate,IT,Lead,73243,7,1,No,2,1
38,Male,Post-Graduate,IT,Manager,70775,6,0,No,2,0
36,Male,Post-Graduate,HR,Lead,54034,5,0,No,2,1
35,Male,Graduate,IT,Lead,78972,6,1,Yes,2,1
36,Male,Post-Graduate,IT,Manager,100810,7,2,Yes,2,1
39,Male,PhD,HR,Lead,67264,7,1,No,1,0
39,Male,Post-Graduate,IT,Lead,63137,5,1,No,2,0
44,Male,Post-Graduate,IT,Manager,75409,4,0,No,1,0
31,Male,Post-Graduate,IT,Lead,67759,10,1,No,2,0
41,Female,Post-Graduate,HR,Lead,50435,4,1,Yes,2,0
32,Male,Post-Graduate,IT,Lead,52638,9,2,No,2,0
36,Female,Post-Graduate,HR,Lead,52044,8,3,Yes,3,0
44,Male,PhD,Sales,Lead,54256,4,1,Yes,2,0
36,Male,Post-Graduate,HR,Lead,61711,7,1,Yes,2,0
39,Male,PhD,HR,Lead,52490,6,1,No,2,0
32,Male,Post-Graduate,IT,Manager,76344,10,0,No,2,0
43,Male,Post-Graduate,IT,Lead,89897,8,2,Yes,1,1
32,Male,Post-Graduate,IT,Manager,61309,9,0,No,1,0
34,Male,Post-Graduate,IT,Lead,60860,8,1,No,2,0
38,Male,Post-Graduate,HR,Lead,73165,8,1,Yes,2,0
38,Male,Post-Graduate,HR,Lead,55511,6,1,Yes,2,0
41,Male,Post-Graduate,IT,Lead,73628,8,2,Yes,2,1
44,Male,Post-Graduate,Sales,Lead,75633,5,1,Yes,2,1
41,Male,PhD,Sales,Lead,60011,6,1,Yes,2,0
42,Male,Post-Graduate,Finance,Manager,60299,11,1,No,2,1
45,Male,Post-Graduate,HR,Lead,76318,7,2,Yes,1,1
33,Male,Graduate,IT,Manager,78585,8,1,Yes,1,1
42,Male,Post-Graduate,IT,Lead,105602,7,2,Yes,2,1
36,Male,Post-Graduate,HR,Lead,69573,8,1,No,2,1
43,Female,Post-Graduate,IT,Lead,83958,7,2,No,2,1
36,Male,Graduate,IT,Lead,63300,7,1,No,2,1
37,Female,Post-Graduate,IT,Lead,90389,5,2,No,2,1
42,Male,Graduate,IT,Lead,53788,8,1,No,2,1
35,Male,Post-Graduate,IT,Manager,52061,7,1,No,2,0
44,Male,Graduate,Finance,Lead,94204,8,2,No,2,0
40,Male,Post-Graduate,IT,Manager,82378,7,2,No,2,1
36,Female,Post-Graduate,HR,Lead,48522,6,1,No,2,0
42,Female,Post-Graduate,Finance,Lead,69344,7,1,No,2,1
40,Female,Post-Graduate,HR,Lead,51269,4,1,Yes,2,0
33,Male,Graduate,Finance,Lead,91979,10,1,No,2,0
43,Male,Post-Graduate,Finance,Lead,81481,7,2,No,2,1
31,Male,Post-Graduate,HR,Manager,53281,11,1,Yes,2,0
32,Male,Post-Graduate,HR,Manager,55609,9,1,No,2,0
42,Female,Post-Graduate,HR,Lead,70195,3,1,No,3,0
45,Male,Post-Graduate,IT,Manager,76935,7,2,Yes,2,1
38,Female,Post-Graduate,IT,Lead,53345,8,1,No,3,1
46,Male,Post-Graduate,IT,Lead,59294,10,1,No,2,1
37,Male,Post-Graduate,HR,Manager,56274,6,1,No,2,0
44,Male,Post-Graduate,HR,Lead,48801,7,1,No,2,1
42,Male,Post-Graduate,IT,Lead,74498,9,1,Yes,1,1
40,Male,Post-Graduate,IT,Lead,94792,7,2,Yes,2,1
46,Female,Post-Graduate,IT,Lead,65321,7,2,No,2,1
37,Male,Post-Graduate,IT,Manager,69579,7,0,Yes,2,0
41,Male,Post-Graduate,IT,Lead,75839,10,1,No,2,1
38,Male,Post-Graduate,HR,Manager,48599,6,0,Yes,1,0
33,Male,Post-Graduate,IT,Lead,70547,8,1,No,3,1
34,Female,Post-Graduate,IT,Lead,91249,5,2,No,2,0
35,Male,Post-Graduate,HR,Lead,54335,8,1,No,2,0
37,Male,Post-Graduate,IT,Lead,94287,6,2,No,2,1
37,Male,Post-Graduate,HR,Manager,53765,6,1,No,2,0
37,Male,Graduate,IT,Lead,90904,7,2,Yes,2,1
44,Male,Post-Graduate,HR,Lead,67843,5,1,No,1,1
36,Male,Post-Graduate,HR,Lead,63027,8,1,No,1,0
38,Male,Post-Graduate,IT,Manager,58394,6,0,No,1,0
45,Male,Post-Graduate,HR,Manager,49486,2,1,No,2,0
35,Male,Post-Graduate,IT,Manager,42476,6,2,No,2,0
41,Male,Post-Graduate,IT,Lead,85338,8,2,Yes,2,1
46,Female,Post-Graduate,IT,Lead,53164,7,2,No,2,1
42,Male,Post-Graduate,Finance,Manager,78143,8,1,Yes,2,1
36,Male,Post-Graduate,HR,Lead,50694,7,2,No,2,0
34,Male,Post-Graduate,IT,Manager,53805,7,1,No,2,0
41,Male,Post-Graduate,HR,Lead,71195,5,0,Yes,2,0
32,Male,Post-Graduate,IT,Manager,43282,8,1,No,2,0
34,Female,Post-Graduate,IT,Lead,59464,8,2,No,3,0
41,Male,Post-Graduate,Finance,Manager,96980,9,2,No,2,1
47,Male,Post-Graduate,IT,Lead,58690,9,1,No,2,1
33,Male,Post-Graduate,IT,Lead,65691,9,2,No,2,0
38,Male,Graduate,HR,Lead,76242,8,1,Yes,2,1
40,Female,Post-Graduate,IT,Lead,62018,7,2,No,2,1
39,Male,Post-Graduate,IT,Manager,51222,4,0,No,2,0
48,Male,Post-Graduate,HR,Lead,66831,7,1,Yes,1,1
45,Male,Post-Graduate,IT,Lead,78921,6,2,Yes,1,1
47,Female,Post-Graduate,HR,Executive,56614,4,2,No,2,1
44,Male,Post-Graduate,HR,Lead,76927,5,1,Yes,2,0
38,Male,Post-Graduate,IT,Manager,74961,7,0,No,2,0
36,Male,Post-Graduate,HR,Lead,63627,6,1,No,1,1
37,Male,Post-Graduate,IT,Lead,69468,8,1,No,1,0
43,Male,Graduate,IT,Lead,61251,9,1,No,2,1
40,Male,Graduate,IT,Lead,67417,7,1,No,2,1
39,Male,Post-Graduate,IT,Lead,84850,8,2,No,2,1
46,Male,Post-Graduate,IT,Lead,85695,8,1,Yes,2,1
39,Male,Post-Graduate,HR,Lead,74445,7,1,Yes,2,0
42,Male,Post-Graduate,HR,Lead,57474,7,0,No,2,1
28,Male,Post-Graduate,IT,Manager,62969,12,1,No,2,0
34,Male,Post-Graduate,HR,Lead,64607,9,1,Yes,2,0
45,Male,Post-Graduate,IT,Manager,57134,7,2,Yes,1,1
42,Female,Post-Graduate,Finance,Lead,86239,7,2,No,3,1
33,Male,Graduate,Finance,Manager,59326,8,1,No,2,0
36,Male,Post-Graduate,Finance,Manager,62809,6,1,No,2,0
35,Male,Post-Graduate,IT,Manager,76160,9,0,Yes,1,0
37,Male,PhD,HR,Lead,64089,7,1,No,2,0
35,Male,Post-Graduate,IT,Manager,54208,7,1,No,2,0
44,Male,Post-Graduate,HR,Lead,57727,6,1,Yes,1,1
47,Female,Post-Graduate,HR,Lead,57142,8,2,No,2,1
33,Male,Post-Graduate,HR,Manager,50649,9,1,Yes,2,0
48,Female,Post-Graduate,HR,Lead,52809,8,2,No,2,1
31,Male,Post-Graduate,IT,Manager,63927,11,1,No,1,0
46,Female,Post-Graduate,IT,Lead,84897,7,2,No,2,1
47,Male,Post-Graduate,HR,Lead,84429,8,2,Yes,1,1
42,Male,Post-Graduate,IT,Lead,104624,6,2,Yes,2,1
43,Male,Graduate,Finance,Manager,75405,8,1,Yes,2,1
35,Male,Post-Graduate,IT,Manager,57078,8,0,No,1,0
37,Male,Post-Graduate,HR,Lead,82290,8,0,No,1,0
33,Male,Post-Graduate,IT,Manager,50823,7,1,No,2,0
34,Male,Post-Graduate,HR,Lead,68392,9,1,No,2,0
46,Female,Post-Graduate,IT,Lead,61151,7,2,No,2,1
41,Male,Post-Graduate,Sales,Manager,66100,7,0,Yes,2,0
47,Female,Post-Graduate,HR,Lead,72195,6,1,No,2,1
43,Female,Post-Graduate,IT,Lead,84527,6,2,Yes,2,1
48,Female,Post-Graduate,Finance,Lead,72619,9,2,No,2,1
42,Male,Post-Graduate,IT,Manager,102804,5,2,Yes,2,1
41,Male,Post-Graduate,HR,Manager,78796,6,0,Yes,1,0
48,Female,Post-Graduate,IT,Executive,66868,7,2,No,3,1
45,Female,Post-Graduate,IT,Executive,79848,9,2,No,2,1
40,Male,Post-Graduate,IT,Lead,80293,6,1,No,2,0
33,Male,Post-Graduate,HR,Lead,68275,10,1,No,1,0
38,Male,Post-Graduate,IT,Lead,65847,9,1,No,2,1
37,Male,Post-Graduate,IT,Manager,67062,7,1,No,2,0
33,Male,Post-Graduate,IT,Manager,58388,8,1,No,2,0
42,Male,Post-Graduate,IT,Lead,57415,9,2,No,2,1
39,Male,Post-Graduate,HR,Lead,63592,7,1,Yes,3,0
26,Male,Post-Graduate,Finance,Manager,61294,13,2,No,1,0
45,Female,Post-Graduate,IT,Lead,78868,8,2,No,3,1
38,Male,Post-Graduate,IT,Manager,75671,6,0,No,2,0
46,Male,Post-Graduate,HR,Manager,48425,1,0,Yes,2,0
46,Female,Post-Graduate,IT,Lead,82043,8,2,No,2,1
41,Male,Post-Graduate,HR,Lead,67133,7,1,Yes,2,0
43,Male,Post-Graduate,Finance,Lead,101034,8,2,No,3,1
46,Male,Post-Graduate,IT,Lead,84446,10,2,Yes,2,1
41,Female,Post-Graduate,IT,Lead,89567,7,2,No,2,1
32,Male,Post-Graduate,IT,Manager,38800,7,1,No,2,0
33,Male,Post-Graduate,IT,Lead,60492,9,2,No,2,0
46,Female,Post-Graduate,IT,Lead,70685,3,2,No,2,1
45,Male,Graduate,HR,Lead,97915,8,2,Yes,1,1
39,Female,Post-Graduate,IT,Lead,84318,6,2,No,3,1
43,Male,Post-Graduate,HR,Manager,60549,3,0,No,2,0
41,Male,Post-Graduate,IT,Manager,76119,6,0,No,2,0
41,Female,Post-Graduate,IT,Lead,65688,7,2,No,2,1
35,Male,Post-Graduate,HR,Manager,46879,7,1,No,1,0
48,Male,PhD,IT,Lead,86382,9,2,Yes,2,1
42,Male,Graduate,Finance,Lead,98019,7,2,Yes,2,1
30,Male,Post-Graduate,IT,Manager,42323,9,1,No,2,0
39,Male,PhD,Sales,Lead,63046,7,1,Yes,2,0
44,Male,Post-Graduate,IT,Lead,77980,8,2,Yes,2,1
40,Female,Post-Graduate,Finance,Lead,81118,9,2,No,3,1
42,Female,Post-Graduate,IT,Lead,82095,8,2,No,2,1
41,Female,Post-Graduate,IT,Lead,61653,6,1,No,2,1
45,Male,Post-Graduate,IT,Lead,71379,9,2,No,2,1
